0.0027 0.0126 -0.2346 0.3371 5.5608 0.1926
0.0071 0.0117 -0.1409 0.3050 5.6525 0.7623
0.0118 0.0074 -0.0395 0.2450 5.5550 1.3880
0.0167 0.0013 0.0418 0.2322 5.2888 2.0264
0.0199 -0.0032 0.0967 0.1257 4.8843 2.0356
0.0206 -0.0054 0.1498 0.0044 5.3002 2.1514
0.0168 -0.0070 0.2032 -0.0955 5.0190 2.3391
0.0120 -0.0076 0.0990 -0.0646 3.9808 0.6337
0.0036 -0.0093 0.0111 -0.0262 3.3637 -1.0228
-0.0044 -0.0059 -0.0928 0.0019 2.2283 -2.5915
-0.0098 -0.0009 -0.1672 0.1015 2.3536 -1.4933
-0.0137 0.0034 -0.2324 0.2326 2.1584 -0.0943
-0.0115 0.0073 -0.2900 0.3081 1.9332 1.2176
-0.0064 0.0088 -0.1966 0.2970 2.0149 1.3742
0.0012 0.0077 -0.0903 0.2740 1.6949 1.1985
0.0089 0.0048 0.0215 0.2552 1.7510 1.4630
0.0162 0.0011 0.1020 0.1469 1.7589 1.3170
0.0196 -0.0037 0.1872 -0.0012 1.9664 1.1043
0.0196 -0.0065 0.3064 -0.1105 2.4591 0.9334
0.0152 -0.0068 0.2144 -0.0974 2.2392 0.8319
0.0101 -0.0058 0.1517 -0.0944 2.2381 0.8994
0.0008 -0.0030 0.0492 -0.1080 1.8613 0.9834
-0.0059 0.0013 -0.0604 0.0092 1.0079 0.9265
-0.0097 0.0060 -0.1684 0.1176 0.4024 0.9495
-0.0087 0.0095 -0.2762 0.2390 -0.4266 0.8796
-0.0072 0.0114 -0.2059 0.2491 -0.8265 1.5681
-0.0046 0.0105 -0.1391 0.2336 -1.2476 2.1328
-0.0001 0.0071 -0.0579 0.2392 -1.5861 2.8705
0.0041 0.0029 0.0525 0.1482 -2.1499 3.1357
0.0085 0.0001 0.1480 0.0004 -2.5100 3.5073
0.0082 -0.0031 0.2497 -0.0745 -3.3763 3.7798
0.0041 -0.0023 0.1767 -0.1051 -3.3576 3.4248
-0.0020 0.0004 0.1015 -0.0888 -3.3900 2.8905
-0.0092 0.0043 0.0341 -0.0843 -3.5081 2.4122
-0.0162 0.0098 -0.0820 0.0545 -3.6724 2.7643
-0.0202 0.0136 -0.1855 0.1514 -3.7487 2.9774
-0.0209 0.0174 -0.2900 0.3110 -4.0862 3.3556
-0.0170 0.0199 -0.2113 0.3171 -4.5977 3.3701
-0.0110 0.0196 -0.1453 0.3844 -5.1462 3.4355
-0.0032 0.0162 -0.0729 0.3951 -5.8573 3.4530
0.0022 0.0104 0.0530 0.2728 -6.5489 4.1357
0.0065 0.0044 0.1760 0.1669 -7.1601 4.8109
0.0087 -0.0015 0.2903 0.0094 -7.7978 5.2594
0.0065 -0.0030 0.2371 -0.0116 -7.4495 5.5264
-0.0002 -0.0004 0.1929 -0.0641 -6.6077 5.8359
-0.0075 0.0028 0.1514 -0.1199 -6.2971 5.9566
-0.0139 0.0097 0.0103 0.0043 -6.0761 6.6444
-0.0186 0.0159 -0.1279 0.1431 -5.4743 7.1593
-0.0211 0.0210 -0.2478 0.2371 -5.4375 7.7522
-0.0196 0.0249 -0.2021 0.3401 -5.7878 8.1183
-0.0153 0.0277 -0.1661 0.3868 -6.0202 8.6014
-0.0098 0.0266 -0.1247 0.4744 -6.6809 8.8501
-0.0029 0.0219 0.0174 0.3420 -5.0067 9.8981
0.0071 0.0152 0.1344 0.1767 -3.5518 10.7419
0.0161 0.0069 0.2698 0.0517 -2.0091 11.6473
0.0239 0.0020 0.2652 -0.0271 0.4120 10.4221
0.0233 -0.0025 0.2649 -0.1050 2.8462 9.0990
0.0192 -0.0016 0.2738 -0.2057 5.3421 7.9696
0.0137 0.0007 0.1403 -0.0741 5.1209 6.2288
0.0062 0.0033 0.0280 0.0327 5.2630 4.6779
0.0020 0.0082 -0.0731 0.1212 5.2485 2.9805
0.0016 0.0085 -0.0599 0.1830 6.5411 1.8765
0.0047 0.0064 -0.0313 0.2349 7.4415 0.8122
0.0116 0.0005 -0.0032 0.3002 8.5227 -0.4106
0.0177 -0.0096 0.1076 0.1192 8.6525 -0.4295
0.0221 -0.0175 0.2287 -0.0531 8.6054 -0.8692
0.0247 -0.0244 0.3220 -0.2362 8.3169 -1.1043
0.0245 -0.0284 0.3035 -0.3410 7.9958 -2.1314
0.0183 -0.0287 0.2622 -0.4202 7.6654 -3.3822
0.0076 -0.0235 0.2300 -0.5093 7.5135 -4.5891
-0.0029 -0.0141 0.0213 -0.2621 6.8017 -4.6178
-0.0111 -0.0070 -0.1220 -0.0871 6.2572 -4.4696
-0.0164 0.0013 -0.2858 0.1115 5.5471 -4.4577
-0.0165 0.0075 -0.2889 0.2335 5.0948 -3.4180
-0.0130 0.0092 -0.2546 0.3576 5.1225 -2.5465
-0.0071 0.0086 -0.2397 0.4889 4.5832 -1.6039
0.0011 0.0064 -0.1129 0.3500 4.2073 -1.5237
0.0089 0.0008 0.0672 0.2498 4.0800 -1.2480
0.0165 -0.0047 0.2224 0.1123 3.6572 -1.0561
0.0185 -0.0094 0.2276 -0.0046 3.4097 -0.1523
0.0176 -0.0095 0.2284 -0.0910 3.2422 0.6668
0.0123 -0.0064 0.2424 -0.2192 3.4552 1.5530
0.0057 -0.0021 0.1238 -0.0567 3.0202 2.0705
-0.0025 0.0005 0.0347 0.0651 2.5355 2.8582
-0.0069 0.0045 -0.0970 0.2120 2.3540 3.5696
-0.0096 0.0097 -0.0615 0.3049 2.2738 3.2054
-0.0073 0.0151 -0.0756 0.3853 2.0053 2.7841
-0.0029 0.0142 -0.0590 0.4811 2.2256 2.4715
0.0060 0.0098 0.0572 0.3125 2.9968 2.6069
0.0160 0.0017 0.1986 0.1531 3.5976 2.3926
0.0237 -0.0062 0.3142 -0.0241 4.1510 2.3406
0.0257 -0.0099 0.2791 -0.1713 3.4912 2.1860
