year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2016  4 18 21   125.834600    32.839500   125.834600    32.839500 -0.2452 0.3567 6.1150 0.1045
2016  4 18 22   125.837300    32.852100   125.832500    32.850800 -0.1482 0.3151 6.0217 0.7456
2016  4 18 23   125.844400    32.863800   125.834000    32.861500 -0.0502 0.2773 5.9106 1.3734
2016  4 19  0   125.856200    32.871200   125.839100    32.871600 0.0450 0.2409 5.7832 2.0193
2016  4 19  1   125.872900    32.872500   125.847300    32.879400 0.0999 0.1290 5.6034 2.1412
2016  4 19  2   125.892800    32.869300   125.857500    32.883700 0.1574 0.0201 5.4451 2.2110
2016  4 19  3   125.913400    32.863900   125.870300    32.884600 0.2165 -0.0851 5.2864 2.3029
2016  4 19  4   125.930200    32.856900   125.881000    32.883700 0.1120 -0.0608 4.3301 0.6522
2016  4 19  5   125.942200    32.849300   125.886500    32.881900 0.0063 -0.0364 3.3738 -0.9948
2016  4 19  6   125.945800    32.840000   125.887400    32.879400 -0.1041 -0.0116 2.4025 -2.6623
2016  4 19  7   125.941400    32.834100   125.883900    32.879400 -0.1723 0.1023 2.3385 -1.4011
2016  4 19  8   125.931600    32.833200   125.877000    32.884200 -0.2436 0.2141 2.2461 -0.0961
2016  4 19  9   125.917900    32.836600   125.866700    32.894000 -0.3107 0.3266 2.1877 1.2394
2016  4 19 10   125.906400    32.843900   125.857700    32.905500 -0.2005 0.3050 2.0488 1.2973
2016  4 19 11   125.900000    32.852700   125.852900    32.916400 -0.0891 0.2839 1.9337 1.3397
2016  4 19 12   125.901200    32.860400   125.852200    32.926600 0.0227 0.2620 1.8376 1.3670
2016  4 19 13   125.910100    32.865200   125.856100    32.934200 0.1185 0.1390 2.0954 1.2795
2016  4 19 14   125.926300    32.866300   125.864100    32.937700 0.2162 0.0151 2.3502 1.1623
2016  4 19 15   125.945900    32.862600   125.876800    32.937000 0.3159 -0.1086 2.6030 1.0077
2016  4 19 16   125.965500    32.856100   125.889800    32.934500 0.2325 -0.1106 2.4724 0.9707
2016  4 19 17   125.980700    32.849300   125.898800    32.932000 0.1448 -0.1115 2.3331 0.9728
2016  4 19 18   125.990800    32.843500   125.904900    32.929500 0.0555 -0.1082 2.1887 0.9816
2016  4 19 19   125.991600    32.840500   125.905700    32.929200 -0.0575 0.0096 1.2693 0.9525
2016  4 19 20   125.985700    32.841800   125.900500    32.932700 -0.1708 0.1267 0.3292 0.9351
2016  4 19 21   125.976000    32.847800   125.889900    32.940000 -0.2828 0.2444 -0.6068 0.9286
2016  4 19 22   125.967300    32.857300   125.878100    32.949300 -0.2002 0.2452 -1.0139 1.5688
2016  4 19 23   125.960100    32.868700   125.868900    32.959200 -0.1202 0.2486 -1.4080 2.2197
2016  4 20  0   125.955500    32.879200   125.862400    32.970000 -0.0404 0.2522 -1.7930 2.8804
2016  4 20  1   125.955400    32.886300   125.859300    32.979000 0.0581 0.1352 -2.3450 3.2436
2016  4 20  2   125.959500    32.889200   125.859400    32.984600 0.1573 0.0174 -2.9098 3.6028
2016  4 20  3   125.968000    32.889300   125.862700    32.986700 0.2573 -0.1011 -3.4850 3.9562
2016  4 20  4   125.976200    32.886200   125.866200    32.987100 0.1821 -0.0992 -3.5498 3.4994
2016  4 20  5   125.980300    32.883900   125.866700    32.987200 0.1064 -0.0969 -3.6161 3.0453
2016  4 20  6   125.978300    32.884300   125.864200    32.986800 0.0315 -0.0955 -3.6795 2.5859
2016  4 20  7   125.969100    32.888600   125.857700    32.989100 -0.0826 0.0414 -3.8976 2.8517
2016  4 20  8   125.952900    32.898400   125.846100    32.996000 -0.1951 0.1792 -4.1244 3.1344
2016  4 20  9   125.932700    32.912000   125.829300    33.007700 -0.3040 0.3181 -4.3626 3.4285
2016  4 20 10   125.911800    32.929400   125.811600    33.022000 -0.2216 0.3471 -4.9908 3.4881
2016  4 20 11   125.894800    32.949300   125.796200    33.037300 -0.1433 0.3802 -5.6050 3.5488
2016  4 20 12   125.883800    32.968900   125.783100    33.053800 -0.0664 0.4185 -6.2084 3.6131
2016  4 20 13   125.880600    32.985100   125.773700    33.068800 0.0524 0.2869 -6.9393 4.2617
2016  4 20 14   125.882800    32.995500   125.768200    33.080200 0.1795 0.1527 -7.6723 4.9145
2016  4 20 15   125.889300    32.999900   125.766600    33.087800 0.3015 0.0135 -8.4031 5.5721
2016  4 20 16   125.898000    32.998400   125.766400    33.093000 0.2513 -0.0313 -7.8455 5.7878
2016  4 20 17   125.904500    32.995400   125.765600    33.097000 0.1995 -0.0751 -7.2918 5.9876
2016  4 20 18   125.904300    32.995000   125.762800    33.099700 0.1494 -0.1210 -6.7500 6.1902
2016  4 20 19   125.896800    32.997800   125.756600    33.104700 0.0156 0.0107 -6.4833 6.8266
2016  4 20 20   125.882900    33.007500   125.745000    33.114500 -0.1177 0.1378 -6.1736 7.4413
2016  4 20 21   125.864300    33.023400   125.728900    33.128900 -0.2501 0.2630 -5.7642 8.0096
2016  4 20 22   125.843200    33.044400   125.711300    33.146600 -0.2121 0.3309 -6.1640 8.3826
