year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2016  4 20 12   126.004900    33.199000   126.008200    33.292400 -0.0062 0.4935 -5.3230 3.9752
2016  4 20 13   125.996600    33.215100   126.001500    33.308500 0.0944 0.2848 -6.2554 4.6585
2016  4 20 14   125.994100    33.224300   125.998500    33.318600 0.1869 0.0795 -7.1925 5.2778
2016  4 20 15   125.996300    33.224300   125.998000    33.322600 0.2726 -0.1246 -8.1033 5.8856
2016  4 20 16   126.000100    33.217900   125.998000    33.323300 0.2235 -0.1659 -7.8765 5.8669
2016  4 20 17   126.002500    33.210300   125.996400    33.322700 0.1744 -0.2071 -7.6497 5.8482
2016  4 20 18   125.998900    33.205800   125.993200    33.320800 0.1285 -0.2465 -7.4168 5.8478
2016  4 20 19   125.989700    33.207700   125.986800    33.322600 0.0229 -0.0400 -7.6321 6.3633
2016  4 20 20   125.974500    33.216100   125.974900    33.331400 -0.0841 0.1565 -7.8449 6.9001
2016  4 20 21   125.954800    33.233700   125.958700    33.346800 -0.1850 0.3423 -7.9848 7.4156
2016  4 20 22   125.933500    33.258000   125.940900    33.366400 -0.1397 0.4062 -7.7105 7.9595
2016  4 20 23   125.916300    33.285200   125.924900    33.388700 -0.1015 0.4727 -7.4771 8.5081
2016  4 21  0   125.902700    33.313500   125.910700    33.413600 -0.0608 0.5345 -7.2783 9.0610
2016  4 21  1   125.894700    33.339900   125.900000    33.437400 0.0744 0.4011 -6.6710 9.9123
2016  4 21  2   125.893600    33.362000   125.896200    33.457700 0.1953 0.2684 -6.1765 10.7647
2016  4 21  3   125.900800    33.377200   125.897700    33.474800 0.3167 0.1422 -5.7734 11.6328
2016  4 21  4   125.914800    33.384200   125.904400    33.488400 0.3504 0.0718 -2.4227 10.4288
2016  4 21  5   125.934600    33.384700   125.916600    33.498600 0.3758 -0.0005 0.9700 9.1809
2016  4 21  6   125.954000    33.381100   125.934300    33.505100 0.3915 -0.0711 4.3913 7.9523
2016  4 21  7   125.969900    33.379100   125.952300    33.510800 0.3030 0.0195 5.1926 5.8330
2016  4 21  8   125.982600    33.381700   125.968000    33.517300 0.2199 0.1025 6.0025 3.7573
2016  4 21  9   125.990500    33.387800   125.981600    33.524200 0.1409 0.1764 6.8535 1.6861
2016  4 21 10   125.996200    33.398700   125.994500    33.531400 0.1530 0.1895 7.8223 1.1828
2016  4 21 11   126.002200    33.411100   126.009400    33.538500 0.1601 0.2013 8.7875 0.7069
2016  4 21 12   126.011800    33.421000   126.025900    33.545500 0.1698 0.2070 9.7807 0.2768
2016  4 21 13   126.026300    33.425500   126.044700    33.549800 0.2564 0.0839 9.3430 -0.1142
2016  4 21 14   126.043900    33.422300   126.066700    33.549900 0.3395 -0.0259 8.8832 -0.5287
2016  4 21 15   126.061500    33.411100   126.092000    33.546200 0.4124 -0.1222 8.3727 -0.9712
2016  4 21 16   126.077100    33.393000   126.117100    33.539800 0.3784 -0.1637 7.8050 -1.8132
2016  4 21 17   126.089800    33.369800   126.140000    33.531100 0.3360 -0.2048 7.2874 -2.6888
2016  4 21 18   126.096800    33.344000   126.160800    33.520200 0.2709 -0.2489 6.8027 -3.6273
2016  4 21 19   126.099500    33.321700   126.176700    33.509700 0.1378 -0.1700 6.2489 -3.8697
2016  4 21 20   126.098300    33.309700   126.187300    33.501300 0.0245 -0.1013 5.6926 -4.1582
2016  4 21 21   126.095900    33.311300   126.192800    33.494700 -0.0663 -0.0481 5.1727 -4.4723
2016  4 21 22   126.096000    33.326500   126.196900    33.490500 -0.0332 0.0369 4.7403 -3.8938
2016  4 21 23   126.101400    33.348700   126.201200    33.489600 -0.0038 0.1134 4.3192 -3.2910
2016  4 22  0   126.112300    33.370200   126.205600    33.491800 0.0112 0.1797 3.9108 -2.6625
2016  4 22  1   126.127400    33.385400   126.212000    33.495600 0.1080 0.1809 3.3293 -1.7626
2016  4 22  2   126.142400    33.390600   126.220900    33.500200 0.2066 0.1861 2.7555 -0.8063
2016  4 22  3   126.152200    33.389700   126.233500    33.506000 0.3273 0.1991 2.1391 0.1548
2016  4 22  4   126.157300    33.380900   126.247700    33.512000 0.3341 0.1565 1.9248 0.7682
2016  4 22  5   126.156600    33.366400   126.262600    33.517400 0.3716 0.1198 1.7127 1.3585
2016  4 22  6   126.151400    33.350800   126.278700    33.522500 0.4015 0.0871 1.5234 1.9313
2016  4 22  7   126.143400    33.338200   126.293100    33.527200 0.3021 0.0686 1.4562 2.4837
2016  4 22  8   126.139700    33.335400   126.303600    33.531900 0.1984 0.0496 1.4502 3.0527

