year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2016  4 20  9   126.148500    33.017600   126.034600    33.095800 -0.3464 0.3665 -4.5289 3.4385
2016  4 20 10   126.127800    33.032800   126.015900    33.111700 -0.2451 0.3986 -4.8372 3.5035
2016  4 20 11   126.109300    33.049400   126.000700    33.128400 -0.1445 0.4194 -5.1785 3.5316
2016  4 20 12   126.096100    33.064600   125.988900    33.145900 -0.0491 0.4443 -5.5695 3.5399
2016  4 20 13   126.091700    33.074900   125.981000    33.161200 0.0897 0.2857 -6.4395 4.1959
2016  4 20 14   126.094100    33.079800   125.977900    33.171900 0.2277 0.1204 -7.2974 4.8657
2016  4 20 15   126.102200    33.078900   125.979600    33.177900 0.3647 -0.0473 -8.1590 5.5295
2016  4 20 16   126.113800    33.073600   125.982400    33.181200 0.3176 -0.0803 -7.7893 5.5223
2016  4 20 17   126.123800    33.066900   125.984400    33.183400 0.2731 -0.1120 -7.4182 5.4803
2016  4 20 18   126.127100    33.062900   125.985000    33.184600 0.2255 -0.1413 -7.0518 5.4543
2016  4 20 19   126.120600    33.063600   125.981000    33.188800 0.0749 0.0230 -7.2306 6.1455
2016  4 20 20   126.104900    33.070200   125.970400    33.199100 -0.0744 0.1879 -7.4137 6.8395
2016  4 20 21   126.082800    33.082900   125.953600    33.215400 -0.2178 0.3575 -7.5889 7.5104
2016  4 20 22   126.057500    33.101700   125.935500    33.235600 -0.1878 0.4118 -7.5134 7.9931
2016  4 20 23   126.034900    33.124400   125.918100    33.258100 -0.1547 0.4671 -7.4395 8.4860
2016  4 21  0   126.017700    33.148000   125.901600    33.282800 -0.1219 0.5269 -7.3423 8.9948
2016  4 21  1   126.007200    33.169300   125.889700    33.306400 0.0008 0.3836 -6.3910 9.8253
2016  4 21  2   126.005300    33.185500   125.883500    33.326000 0.1225 0.2352 -5.5368 10.6533
2016  4 21  3   126.011700    33.194900   125.883500    33.341700 0.2367 0.0899 -4.7783 11.4721
2016  4 21  4   126.025800    33.195800   125.888700    33.353700 0.2482 0.0050 -1.5076 10.4276
2016  4 21  5   126.046700    33.192800   125.898600    33.361800 0.2571 -0.0774 1.7810 9.3602
2016  4 21  6   126.067400    33.189700   125.912700    33.366300 0.2643 -0.1572 5.1332 8.3114
2016  4 21  7   126.083400    33.190200   125.926500    33.370800 0.1737 -0.0268 5.3519 6.5781
2016  4 21  8   126.092000    33.195700   125.937300    33.377800 0.0898 0.1023 5.6063 4.8400
2016  4 21  9   126.094600    33.205700   125.944700    33.387200 0.0151 0.2235 5.9311 3.0193
2016  4 21 10   126.094100    33.220300   125.952600    33.397300 0.0493 0.2495 7.1853 1.9764
2016  4 21 11   126.093100    33.237100   125.963900    33.407500 0.0813 0.2831 8.3847 1.0808
2016  4 21 12   126.094700    33.252600   125.977200    33.417700 0.1099 0.3112 9.6180 0.1955
2016  4 21 13   126.102400    33.260000   125.993700    33.424400 0.1864 0.1342 9.3196 -0.2051
2016  4 21 14   126.115600    33.255700   126.012600    33.425100 0.2536 -0.0357 8.9697 -0.6210
2016  4 21 15   126.131400    33.240800   126.034500    33.419900 0.2983 -0.2048 8.6169 -1.0860
2016  4 21 16   126.154100    33.214600   126.055700    33.410000 0.2294 -0.2837 8.1667 -2.1819
2016  4 21 17   126.179300    33.182800   126.074200    33.396400 0.1476 -0.3793 7.8013 -3.3020
2016  4 21 18   126.199200    33.156100   126.089100    33.378500 0.0552 -0.4747 7.4039 -4.4472
2016  4 21 19   126.207900    33.138400   126.100300    33.362700 -0.0037 -0.2643 6.9251 -4.6230
2016  4 21 20   126.201700    33.128800   126.108000    33.353900 -0.0213 -0.0350 6.4104 -4.7962
2016  4 21 21   126.189300    33.133000   126.114800    33.352700 -0.0133 0.2208 5.8992 -4.9877
2016  4 21 22   126.166800    33.143000   126.120900    33.359100 0.0639 0.4014 5.4074 -4.3296
2016  4 21 23   126.146200    33.155800   126.130700    33.371900 0.2012 0.5232 4.8880 -3.7071
2016  4 22  0   126.133300    33.170000   126.144300    33.386400 0.2492 0.4586 4.3255 -3.0760
2016  4 22  1   126.131100    33.182700   126.157600    33.395300 0.2297 0.2457 3.6496 -2.4267
2016  4 22  2   126.138400    33.189700   126.169800    33.399500 0.2093 0.1039 3.0069 -1.6937
2016  4 22  3   126.155100    33.185700   126.180400    33.399400 0.1351 -0.0315 2.4132 -0.9893
2016  4 22  4   126.177800    33.173400   126.187700    33.396500 0.0258 -0.1193 2.2987 -0.4406
2016  4 22  5   126.205300    33.156600   126.191200    33.391600 -0.0603 -0.1778 2.1992 0.0885
2016  4 22  6   126.234100    33.144400   126.190700    33.384800 -0.1545 -0.2344 2.1292 0.6440
2016  4 22  7   126.250200    33.135700   126.188400    33.379200 -0.1430 -0.1672 1.8758 1.2129
2016  4 22  8   126.252400    33.130500   126.187100    33.377400 -0.0480 -0.0570 1.5564 1.7878
2016  4 22  9   126.244200    33.120000   126.189100    33.379800 0.0436 0.0471 1.2369 2.3134
2016  4 22 10   126.237200    33.117700   126.193500    33.384600 0.0897 0.0888 1.7906 2.0747
2016  4 22 11   126.232500    33.134100   126.199900    33.390200 0.1134 0.1200 2.3615 1.7991
2016  4 22 12   126.222100    33.155600   126.207100    33.396600 0.1034 0.1361 2.9509 1.4917
2016  4 22 13   126.217400    33.175100   126.213500    33.402500 0.0773 0.0729 3.2821 1.5688
2016  4 22 14   126.229500    33.177300   126.219000    33.406500 0.0152 -0.0002 3.5725 1.6214
