year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2016  4 18 21   125.999000    32.843900   125.999000    32.843900 -0.2445 0.2877 6.0412 -0.3394
2016  4 18 22   125.999200    32.856300   125.997600    32.852500 -0.1438 0.2487 5.9728 0.2111
2016  4 18 23   126.004500    32.868000   125.999400    32.860400 -0.0431 0.2084 5.9007 0.7993
2016  4 19  0   126.016000    32.876800   126.005500    32.867600 0.0541 0.1663 5.8075 1.3630
2016  4 19  1   126.033900    32.879600   126.014300    32.872700 0.1158 0.0655 5.6406 1.6618
2016  4 19  2   126.055400    32.878000   126.026000    32.874900 0.1780 -0.0315 5.4757 1.9440
2016  4 19  3   126.076700    32.874500   126.039800    32.874200 0.2379 -0.1301 5.3103 2.2345
2016  4 19  4   126.094800    32.870500   126.051300    32.871900 0.1218 -0.1026 4.5087 0.5560
2016  4 19  5   126.107200    32.865500   126.058000    32.869000 0.0062 -0.0700 3.7143 -1.1122
2016  4 19  6   126.111600    32.859300   126.058800    32.865400 -0.1096 -0.0362 2.9278 -2.7939
2016  4 19  7   126.109000    32.856500   126.055700    32.864100 -0.1861 0.0616 2.8607 -1.6418
2016  4 19  8   126.100200    32.857500   126.049500    32.867200 -0.2567 0.1639 2.7601 -0.4690
2016  4 19  9   126.087200    32.862100   126.039900    32.874700 -0.3332 0.2660 2.6829 0.7359
2016  4 19 10   126.076700    32.870400   126.031000    32.883700 -0.2147 0.2415 2.5187 0.7947
2016  4 19 11   126.071600    32.879400   126.026500    32.891900 -0.1009 0.2138 2.3789 0.8337
2016  4 19 12   126.073500    32.886400   126.026700    32.899100 0.0134 0.1839 2.2496 0.8255
2016  4 19 13   126.082800    32.891100   126.031000    32.903900 0.1093 0.0798 2.4556 0.7936
2016  4 19 14   126.100100    32.890700   126.039900    32.905300 0.2096 -0.0259 2.6545 0.7309
2016  4 19 15   126.121200    32.886300   126.052800    32.903200 0.3125 -0.1304 2.8430 0.6794
2016  4 19 16   126.142000    32.879300   126.065800    32.900100 0.2132 -0.1086 2.7567 0.7083
2016  4 19 17   126.158800    32.872000   126.074300    32.897800 0.1134 -0.0855 2.6924 0.7269
2016  4 19 18   126.168400    32.866800   126.079300    32.896100 0.0122 -0.0665 2.6090 0.7522
2016  4 19 19   126.168800    32.864100   126.079200    32.896600 -0.0888 0.0295 1.5428 0.7347
2016  4 19 20   126.161400    32.864800   126.073300    32.900200 -0.1904 0.1287 0.4779 0.7335
2016  4 19 21   126.150300    32.868900   126.062300    32.907100 -0.2948 0.2326 -0.5852 0.7420
2016  4 19 22   126.138600    32.875100   126.050200    32.915600 -0.2023 0.2176 -1.0558 1.4115
2016  4 19 23   126.130100    32.883500   126.041800    32.924100 -0.1101 0.2021 -1.5253 2.0625
2016  4 20  0   126.126000    32.892400   126.035700    32.932900 -0.0195 0.1851 -1.9981 2.7389
2016  4 20  1   126.126300    32.897300   126.033300    32.939900 0.0788 0.0828 -2.4959 3.0971
2016  4 20  2   126.131100    32.898600   126.034200    32.943800 0.1794 -0.0298 -3.0037 3.4445
2016  4 20  3   126.139200    32.896400   126.038900    32.944500 0.2799 -0.1377 -3.5045 3.7766
2016  4 20  4   126.147000    32.891900   126.042900    32.943800 0.1855 -0.1258 -3.5282 3.3885
2016  4 20  5   126.149600    32.887600   126.043200    32.943200 0.0902 -0.1104 -3.5524 3.0046
2016  4 20  6   126.144700    32.886800   126.039800    32.942700 -0.0050 -0.0949 -3.5765 2.6206
2016  4 20  7   126.132100    32.890900   126.031900    32.944900 -0.1312 0.0389 -3.7995 2.8322
2016  4 20  8   126.114200    32.900600   126.018300    32.951600 -0.2563 0.1738 -4.0252 3.0674
2016  4 20  9   126.092500    32.914600   125.999300    32.963100 -0.3734 0.3155 -4.2499 3.3126
2016  4 20 10   126.070000    32.932000   125.980300    32.977000 -0.2761 0.3388 -4.7624 3.3445
2016  4 20 11   126.050500    32.950600   125.964400    32.991700 -0.1848 0.3639 -5.2977 3.3813
2016  4 20 12   126.036600    32.968300   125.951800    33.007300 -0.0988 0.3864 -5.8427 3.4169
2016  4 20 13   126.031600    32.982100   125.942100    33.021200 0.0292 0.2636 -6.6495 4.0049
