year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2016  4 20 14   126.033300    32.989800   125.936900    33.031500 0.1584 0.1347 -7.4368 4.5987
2016  4 20 15   126.040300    32.992700   125.936400    33.038300 0.2883 0.0025 -8.2097 5.1794
2016  4 20 16   126.048500    32.991000   125.936800    33.043200 0.2342 -0.0172 -7.6714 5.3178
2016  4 20 17   126.055600    32.987800   125.935700    33.047500 0.1810 -0.0374 -7.1396 5.4435
2016  4 20 18   126.056500    32.987000   125.933700    33.051400 0.1260 -0.0583 -6.6018 5.5577
2016  4 20 19   126.048200    32.990700   125.927300    33.058000 -0.0156 0.0802 -6.6900 6.3514
2016  4 20 20   126.032600    33.001700   125.914200    33.069900 -0.1357 0.2159 -6.7948 7.1254
2016  4 20 21   126.011600    33.017200   125.896500    33.086900 -0.2659 0.3533 -6.8188 7.8786
2016  4 20 22   125.988100    33.037800   125.877900    33.107100 -0.2159 0.4021 -6.9548 8.2221
2016  4 20 23   125.968700    33.061500   125.860400    33.129300 -0.1617 0.4569 -7.1223 8.5980
2016  4 21  0   125.953800    33.084700   125.844400    33.153800 -0.1044 0.5116 -7.3404 9.0066
2016  4 21  1   125.944700    33.106700   125.833600    33.176900 0.0214 0.3624 -5.9264 9.8625
2016  4 21  2   125.944500    33.124000   125.829900    33.195900 0.1501 0.2142 -4.5584 10.7203
2016  4 21  3   125.952200    33.133900   125.832700    33.211100 0.2804 0.0744 -3.2843 11.5661
2016  4 21  4   125.968700    33.135800   125.840600    33.222900 0.2734 0.0062 -0.4294 10.4519
2016  4 21  5   125.990900    33.134600   125.851700    33.231300 0.2703 -0.0639 2.5219 9.3761
2016  4 21  6   126.012100    33.131600   125.866900    33.236500 0.2699 -0.1283 5.5748 8.3404
2016  4 21  7   126.029000    33.131300   125.880700    33.242100 0.1524 0.0015 5.5057 7.0175
2016  4 21  8   126.037900    33.133900   125.890000    33.250700 0.0419 0.1345 5.4451 5.6963
2016  4 21  9   126.039200    33.139800   125.894400    33.262200 -0.0684 0.2602 5.4268 4.2431
2016  4 21 10   126.039100    33.150900   125.898800    33.274600 -0.0302 0.2891 6.7409 2.8756
2016  4 21 11   126.038200    33.162300   125.905700    33.286500 0.0155 0.3184 8.0722 1.5473
2016  4 21 12   126.039200    33.170300   125.916300    33.298200 0.0582 0.3502 9.3926 0.2801
2016  4 21 13   126.045900    33.172800   125.931400    33.306000 0.1631 0.1537 9.3176 -0.0919
2016  4 21 14   126.059800    33.165800   125.950800    33.306800 0.2649 -0.0557 9.2399 -0.4867
2016  4 21 15   126.079400    33.149700   125.974600    33.300300 0.3609 -0.2823 9.1991 -0.9375
2016  4 21 16   126.104300    33.126200   125.999100    33.288100 0.3068 -0.3748 8.8127 -2.1750
2016  4 21 17   126.130500    33.100100   126.021800    33.271700 0.2604 -0.4633 8.4506 -3.4132
2016  4 21 18   126.151300    33.076200   126.043300    33.251400 0.2380 -0.5477 8.1312 -4.6414
2016  4 21 19   126.161000    33.057500   126.060100    33.234200 0.0830 -0.2982 7.6411 -4.6563
2016  4 21 20   126.158400    33.046900   126.068800    33.225100 -0.0991 -0.0399 7.1120 -4.6970
2016  4 21 21   126.147400    33.042800   126.069500    33.224200 -0.2911 0.2103 6.5574 -4.7346
2016  4 21 22   126.130300    33.047100   126.065500    33.229100 -0.2877 0.3189 6.1139 -4.0280
2016  4 21 23   126.112900    33.056900   126.060600    33.238400 -0.2746 0.4389 5.6590 -3.3124
2016  4 22  0   126.097900    33.068600   126.055800    33.252400 -0.2556 0.5693 5.2158 -2.6098
2016  4 22  1   126.088400    33.078400   126.053900    33.265400 -0.0917 0.3938 4.5865 -2.2118
2016  4 22  2   126.088200    33.085300   126.058200    33.272800 0.0402 0.1932 4.0026 -1.8391
2016  4 22  3   126.096700    33.086400   126.067300    33.273900 0.1596 -0.0404 3.4100 -1.4775
2016  4 22  4   126.114000    33.082000   126.078500    33.270100 0.1851 -0.1642 3.3329 -0.7163
2016  4 22  5   126.134800    33.073700   126.092100    33.262900 0.2351 -0.2793 3.3139 -0.0580
2016  4 22  6   126.155200    33.065500   126.107700    33.252700 0.2889 -0.3802 3.3093 0.5197
2016  4 22  7   126.168000    33.060000   126.120300    33.245900 0.1483 -0.1545 2.9277 1.1501
2016  4 22  8   126.173400    33.059300   126.126300    33.247100 -0.0001 0.0836 2.5269 1.8459
2016  4 22  9   126.169800    33.062400   126.125200    33.256900 -0.1419 0.3320 2.0836 2.5933
2016  4 22 10   126.160100    33.068900   126.120800    33.271900 -0.1459 0.4313 2.3312 2.2335
2016  4 22 11   126.149600    33.079000   126.116900    33.289500 -0.1540 0.5610 2.6238 1.8731
2016  4 22 12   126.141900    33.093200   126.112800    33.310800 -0.1389 0.7300 2.9376 1.6280
2016  4 22 13   126.140700    33.106300   126.113700    33.330800 0.0792 0.5086 3.5357 1.8875
2016  4 22 14   126.150300    33.113300   126.121400    33.343800 0.1220 0.2435 4.1025 2.0525
2016  4 22 15   126.171900    33.111500   126.130800    33.349000 0.0699 -0.0364 4.6436 2.1769
2016  4 22 16   126.202700    33.103100   126.138600    33.346400 -0.0486 -0.2970 3.7886 1.6985
2016  4 22 17   126.236500    33.088100   126.140500    33.334600 -0.1923 -0.6589 3.0082 1.1520
2016  4 22 18   126.266700    33.072800   126.136500    33.312800 -0.2523 0.1599 5.9072 -0.7099
