year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2016  4 19 23   125.948000    33.156900   125.903700    33.215400 -0.1083 0.2263 -1.2423 2.7318
2016  4 20  0   125.940700    33.168800   125.897300    33.226100 -0.0627 0.2310 -1.5284 3.8972
2016  4 20  1   125.938300    33.178000   125.893600    33.234900 0.0220 0.0924 -2.1812 4.1119
2016  4 20  2   125.940200    33.181100   125.892400    33.239500 0.1065 -0.0457 -2.8459 4.3239
2016  4 20  3   125.946100    33.178700   125.894200    33.239700 0.1913 -0.1827 -3.5187 4.5170
2016  4 20  4   125.953600    33.171500   125.895800    33.238200 0.1365 -0.1769 -3.6433 4.2734
2016  4 20  5   125.957800    33.164400   125.895100    33.236600 0.0811 -0.1708 -3.7628 4.0286
2016  4 20  6   125.958000    33.161600   125.892700    33.235000 0.0263 -0.1643 -3.8770 3.7498
2016  4 20  7   125.950900    33.165300   125.885900    33.236600 -0.0695 0.0078 -4.1058 3.8302
2016  4 20  8   125.936900    33.174500   125.875100    33.243900 -0.1685 0.1774 -4.3328 3.9101
2016  4 20  9   125.918800    33.188800   125.859400    33.256700 -0.2757 0.3419 -4.5624 4.0083
2016  4 20 10   125.900000    33.207500   125.842600    33.272200 -0.2020 0.3684 -5.0896 4.0307
2016  4 20 11   125.882600    33.228700   125.827900    33.288900 -0.1303 0.4101 -5.6433 4.0881
2016  4 20 12   125.868300    33.249000   125.815200    33.307000 -0.0733 0.4544 -6.2148 4.1909
2016  4 20 13   125.861100    33.266100   125.805500    33.323200 0.0401 0.2942 -6.8861 4.9068
2016  4 20 14   125.861100    33.278900   125.800100    33.335100 0.1580 0.1380 -7.5273 5.5707
2016  4 20 15   125.864000    33.283700   125.798500    33.342500 0.2744 -0.0156 -8.1570 6.2245
2016  4 20 16   125.869100    33.281800   125.798700    33.347400 0.2463 -0.0557 -7.8383 6.3126
2016  4 20 17   125.872700    33.276600   125.798800    33.351100 0.2189 -0.0971 -7.5264 6.3910
2016  4 20 18   125.870000    33.273200   125.797600    33.353600 0.1942 -0.1373 -7.2193 6.4841
2016  4 20 19   125.862500    33.275200   125.793700    33.358800 0.0881 0.0255 -7.1036 6.8578
2016  4 20 20   125.848900    33.285100   125.785400    33.369600 -0.0132 0.1883 -6.9703 7.2163
2016  4 20 21   125.833700    33.303100   125.773500    33.385900 -0.1137 0.3455 -6.7730 7.5469
2016  4 20 22   125.817300    33.327800   125.759700    33.406000 -0.0710 0.4069 -6.8210 8.0759
2016  4 20 23   125.805100    33.357600   125.747400    33.428700 -0.0360 0.4784 -6.9055 8.6157
2016  4 21  0   125.795900    33.388600   125.735400    33.454500 -0.0183 0.5583 -6.9529 9.1671
2016  4 21  1   125.791000    33.417400   125.727800    33.479500 0.1126 0.4196 -6.0157 10.0839
2016  4 21  2   125.792900    33.440900   125.726400    33.501000 0.2457 0.2901 -5.2441 10.9977
2016  4 21  3   125.804700    33.456700   125.731500    33.519400 0.3720 0.1707 -4.6052 11.8991
2016  4 21  4   125.824200    33.465100   125.741300    33.533900 0.3974 0.0744 -1.6943 10.5277
2016  4 21  5   125.847200    33.467800   125.756500    33.544000 0.4352 -0.0143 1.3025 9.1322
2016  4 21  6   125.869300    33.466100   125.777300    33.550100 0.4748 -0.0979 4.4233 7.7407
2016  4 21  7   125.888500    33.464000   125.798600    33.554600 0.3704 -0.0175 5.4202 5.3718
2016  4 21  8   125.905200    33.465600   125.817000    33.559400 0.2699 0.0557 6.4556 3.0619
2016  4 21  9   125.915200    33.468900   125.832800    33.564100 0.1711 0.1186 7.5405 0.7622
2016  4 21 10   125.921400    33.476900   125.848100    33.569300 0.1468 0.1582 8.1955 0.3763
2016  4 21 11   125.926600    33.487800   125.862100    33.575100 0.1224 0.1845 8.8979 -0.0241
2016  4 21 12   125.934600    33.497300   125.876400    33.581500 0.0926 0.2098 9.5961 -0.4201
2016  4 21 13   125.947900    33.501900   125.893300    33.585400 0.1969 0.0874 9.2799 -0.8367
2016  4 21 14   125.965800    33.500100   125.913800    33.585000 0.3014 -0.0294 8.9352 -1.2378
2016  4 21 15   125.985600    33.491500   125.938500    33.580500 0.3998 -0.1434 8.5486 -1.6203
2016  4 21 16   126.005500    33.477600   125.964100    33.572700 0.3949 -0.2105 8.0473 -2.3040
2016  4 21 17   126.023600    33.459800   125.989300    33.562100 0.3764 -0.2660 7.5686 -3.0814
2016  4 21 18   126.037200    33.440700   126.012900    33.549000 0.3412 -0.3180 7.0936 -3.9527
2016  4 21 19   126.043800    33.425000   126.032000    33.537200 0.1978 -0.1963 6.6264 -4.0664
2016  4 21 20   126.046200    33.416000   126.045200    33.529200 0.0660 -0.0756 6.1467 -4.2059
2016  4 21 21   126.046200    33.415500   126.052500    33.525000 -0.0532 0.0400 5.6663 -4.3376
2016  4 21 22   126.044200    33.421900   126.056600    33.524300 -0.0627 0.1303 5.3129 -3.6850
2016  4 21 23   126.042000    33.432800   126.059300    33.527300 -0.0729 0.2211 4.9662 -3.0084
2016  4 22  0   126.041800    33.446100   126.061200    33.533700 -0.0831 0.3037 4.6164 -2.3510
2016  4 22  1   126.044600    33.457600   126.065000    33.540900 0.0275 0.2464 4.1896 -1.4883
2016  4 22  2   126.051600    33.465000   126.072700    33.547000 0.1420 0.1863 3.7310 -0.6214
2016  4 22  3   126.062800    33.468900   126.084400    33.552100 0.2588 0.1365 3.2463 0.2886
2016  4 22  4   126.076500    33.467400   126.098400    33.556100 0.2954 0.0755 2.9408 1.0015
2016  4 22  5   126.089500    33.460500   126.113200    33.558900 0.3342 0.0229 2.6049 1.6910
2016  4 22  6   126.100300    33.452000   126.129800    33.560800 0.3630 -0.0209 2.2596 2.3261
2016  4 22  7   126.106800    33.445500   126.144300    33.563600 0.2718 0.0266 1.9229 2.8194
2016  4 22  8   126.112400    33.443600   126.154500    33.568300 0.1892 0.0667 1.6212 3.3499
2016  4 22  9   126.116900    33.445900   126.161100    33.574800 0.1035 0.0996 1.3613 3.8918
2016  4 22 10   126.120200    33.449700   126.166200    33.582300 0.1115 0.1319 1.9634 3.5736
2016  4 22 11   126.123300    33.457500   126.172700    33.590600 0.1163 0.1596 2.5853 3.1641
2016  4 22 12   126.127600    33.467800   126.179400    33.599400 0.1160 0.1867 3.1948 2.7179
2016  4 22 13   126.135800    33.481200   126.190000    33.607000 0.2446 0.1160 3.4029 2.7527
2016  4 22 14   126.148400    33.492800   126.206100    33.612700 0.3772 0.0459 3.5075 2.8134
2016  4 22 15   126.166300    33.501200   126.227500    33.616400 0.5130 -0.0125 3.4803 2.9218
2016  4 22 16   126.187200    33.505800   126.251200    33.618300 0.5083 -0.0657 2.8756 2.9832
2016  4 22 17   126.208500    33.508100   126.274200    33.618700 0.5043 -0.1053 2.4640 3.0603
2016  4 22 18   126.228100    33.509400   126.296700    33.618100 0.5108 -0.1311 2.1927 3.1617
2016  4 22 19   126.243300    33.511600   126.315000    33.618400 0.3251 -0.0830 2.1412 3.6589
2016  4 22 20   126.253800    33.513400   126.325400    33.620800 0.1316 -0.0408 2.1323 4.1747
2016  4 22 21   126.261700    33.515100   126.328600    33.624800 -0.0642 -0.0136 2.0362 4.6371
2016  4 22 22   126.265500    33.517500   126.327400    33.630000 -0.1071 0.0360 2.4503 4.0617
2016  4 22 23   126.265800    33.520000   126.324400    33.636300 -0.1554 0.0922 2.9546 3.4738
2016  4 23  0   126.265300    33.523900   126.320700    33.643600 -0.1985 0.1442 3.3642 2.8221
2016  4 23  1   126.269400    33.528700   126.320500    33.650800 -0.0273 0.1427 3.4498 1.6605
2016  4 23  2   126.276800    33.535300   126.327000    33.656700 0.1465 0.1296 3.5407 0.4999
2016  4 23  3   126.288600    33.541600   126.340500    33.660800 0.3320 0.1022 3.7012 -0.6533
2016  4 23  4   126.306100    33.546300   126.359500    33.663200 0.4406 0.0705 2.8047 -0.8794
2016  4 23  5   126.328800    33.550600   126.381300    33.664700 0.5517 0.0558 1.9750 -1.0181
2016  4 23  6   126.353400    33.552600   126.406700    33.665600 0.6517 0.0488 1.1053 -1.0750
2016  4 23  7   126.373500    33.558100   126.428100    33.666300 0.4653 0.0371 -0.3523 -1.1281
2016  4 23  8   126.388600    33.558000   126.440300    33.666500 0.2639 0.0196 -1.8955 -1.1774

