year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2016  4 20  7   126.322000    32.999300   126.305700    33.030300 -0.0056 -0.0100 -4.0598 3.1523
2016  4 20  8   126.306300    33.006800   126.294800    33.033600 -0.2158 0.0371 -4.4181 3.0604
2016  4 20  9   126.285700    33.016600   126.274800    33.038900 -0.4731 0.1012 -4.7512 2.9892
2016  4 20 10   126.262300    33.028200   126.252900    33.046400 -0.3554 0.1594 -4.5865 3.1357
2016  4 20 11   126.240300    33.040800   126.235200    33.055400 -0.2336 0.1933 -4.4810 3.2621
2016  4 20 12   126.223600    33.053200   126.222300    33.065300 -0.1352 0.2019 -4.3918 3.3748
2016  4 20 13   126.216300    33.063300   126.216100    33.073200 0.1176 0.0880 -5.3797 3.7489
2016  4 20 14   126.219300    33.070400   126.217000    33.078000 0.3089 -0.0196 -6.3042 4.1090
2016  4 20 15   126.229900    33.073900   126.224800    33.079600 0.5100 -0.1160 -7.2273 4.4526
2016  4 20 16   126.246200    33.073900   126.234800    33.080100 0.4535 -0.1030 -6.8191 4.3229
2016  4 20 17   126.261400    33.072900   126.242400    33.080600 0.3890 -0.1249 -6.4528 4.1971
2016  4 20 18   126.270800    33.072900   126.248300    33.080600 0.3125 -0.1435 -6.0869 4.0644
2016  4 20 19   126.266500    33.075900   126.248200    33.082600 0.0844 -0.0388 -6.0344 4.9003
2016  4 20 20   126.248200    33.083000   126.238800    33.088900 -0.1408 0.0782 -6.0941 5.7517
2016  4 20 21   126.221700    33.096200   126.220500    33.100000 -0.3450 0.2252 -6.2957 6.5704
2016  4 20 22   126.194000    33.113500   126.199900    33.115100 -0.2614 0.2605 -6.6596 7.0810
2016  4 20 23   126.171000    33.137000   126.181300    33.130600 -0.2383 0.2729 -6.8823 7.6170
2016  4 21  0   126.153900    33.163400   126.163900    33.148400 -0.1659 0.3650 -7.0011 8.1976
2016  4 21  1   126.139600    33.182600   126.153100    33.166000 0.0291 0.2263 -6.4100 8.9734
2016  4 21  2   126.133900    33.189300   126.150500    33.178900 0.2139 0.0365 -5.7862 9.7042
2016  4 21  3   126.135800    33.184800   126.155700    33.186200 0.3775 -0.1592 -5.2515 10.3924
2016  4 21  4   126.146700    33.172300   126.166100    33.190600 0.3615 -0.1623 -1.7991 9.6691
2016  4 21  5   126.164300    33.159500   126.179100    33.194400 0.3186 -0.1451 1.6170 8.8561
2016  4 21  6   126.180100    33.147600   126.194300    33.197400 0.2395 -0.1810 5.0697 8.1030
2016  4 21  7   126.188400    33.140900   126.203400    33.203600 -0.0300 0.0795 5.1255 6.9909
2016  4 21  8   126.181000    33.144700   126.202100    33.217100 -0.2646 0.3200 5.1771 5.9309
2016  4 21  9   126.161200    33.154000   126.188700    33.237200 -0.6768 0.5958 5.2233 4.8998
2016  4 21 10   126.142800    33.170100   126.172200    33.259500 -0.2534 0.4076 6.2835 3.7531
2016  4 21 11   126.125500    33.187100   126.169500    33.269400 -0.2111 0.1281 7.3883 2.5999
