year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2016  4 18 20   126.167100    32.838300   126.167100    32.839300 -0.1609 0.2049 5.9145 -0.9270
2016  4 18 21   126.163600    32.846900   126.165800    32.845200 -0.1981 0.2600 5.7910 -0.7895
2016  4 18 22   126.163500    32.856100   126.166000    32.852000 -0.0956 0.1984 5.7413 -0.2844
2016  4 18 23   126.168200    32.864200   126.170100    32.857400 0.0086 0.1329 5.6790 0.2171
2016  4 19  0   126.178800    32.869000   126.178200    32.861000 0.1124 0.0635 5.6058 0.7062
2016  4 19  1   126.194600    32.867700   126.189300    32.862500 0.1503 -0.0231 5.4491 1.1382
2016  4 19  2   126.213500    32.863000   126.201600    32.861700 0.1861 -0.1056 5.2945 1.5853
2016  4 19  3   126.233200    32.857900   126.215100    32.858600 0.2202 -0.1850 5.1419 2.0473
2016  4 19  4   126.249900    32.851500   126.226000    32.854600 0.0789 -0.1406 4.5440 0.4168
2016  4 19  5   126.260500    32.844100   126.230800    32.850400 -0.0602 -0.0958 3.9656 -1.2256
2016  4 19  6   126.262600    32.836500   126.229700    32.846100 -0.1972 -0.0521 3.3872 -2.8880
2016  4 19  7   126.256800    32.832600   126.223900    32.844100 -0.2653 0.0500 3.2835 -1.9096
2016  4 19  8   126.245800    32.831400   126.215300    32.846400 -0.3334 0.1522 3.1690 -0.9113
2016  4 19  9   126.231800    32.834400   126.202800    32.853000 -0.4110 0.2544 3.0631 0.1608
2016  4 19 10   126.220900    32.840600   126.192600    32.861200 -0.2702 0.2382 2.9059 0.1970
2016  4 19 11   126.216000    32.847700   126.187500    32.868800 -0.1297 0.2217 2.7637 0.2160
2016  4 19 12   126.218900    32.852300   126.187100    32.876000 0.0065 0.2051 2.6505 0.2402
2016  4 19 13   126.230700    32.855500   126.192000    32.881200 0.1183 0.1146 2.7876 0.3471
2016  4 19 14   126.249300    32.855900   126.201900    32.883700 0.2346 0.0280 2.9222 0.4250
2016  4 19 15   126.271000    32.853200   126.216400    32.883500 0.3504 -0.0558 3.0503 0.5153
2016  4 19 16   126.292200    32.849000   126.230600    32.882400 0.2506 -0.0443 3.0030 0.5016
2016  4 19 17   126.309400    32.845700   126.240900    32.881600 0.1501 -0.0375 2.9440 0.4956
2016  4 19 18   126.319300    32.844100   126.247200    32.881000 0.0487 -0.0342 2.8745 0.4975
2016  4 19 19   126.319700    32.844100   126.248700    32.881500 -0.0589 0.0255 1.6971 0.5055
2016  4 19 20   126.313800    32.846200   126.244600    32.884000 -0.1665 0.0852 0.5197 0.5134
