0.1141 0.1863 0.2666 0.3442 0.1977 0.0470 -0.1053 -0.2177 -0.3294 -0.4418 -0.3016
0.1863 0.2666 0.3442 0.1977 0.0470 -0.1053 -0.2177 -0.3294 -0.4418 -0.3016 -0.1627
0.2666 0.3442 0.1977 0.0470 -0.1053 -0.2177 -0.3294 -0.4418 -0.3016 -0.1627 -0.0208
0.3442 0.1977 0.0470 -0.1053 -0.2177 -0.3294 -0.4418 -0.3016 -0.1627 -0.0208 0.1316
0.1977 0.0470 -0.1053 -0.2177 -0.3294 -0.4418 -0.3016 -0.1627 -0.0208 0.1316 0.2985
0.0470 -0.1053 -0.2177 -0.3294 -0.4418 -0.3016 -0.1627 -0.0208 0.1316 0.2985 0.4789
-0.1053 -0.2177 -0.3294 -0.4418 -0.3016 -0.1627 -0.0208 0.1316 0.2985 0.4789 0.3770
-0.2177 -0.3294 -0.4418 -0.3016 -0.1627 -0.0208 0.1316 0.2985 0.4789 0.3770 0.2862
-0.3294 -0.4418 -0.3016 -0.1627 -0.0208 0.1316 0.2985 0.4789 0.3770 0.2862 0.1905
-0.4418 -0.3016 -0.1627 -0.0208 0.1316 0.2985 0.4789 0.3770 0.2862 0.1905 0.0442
-0.3016 -0.1627 -0.0208 0.1316 0.2985 0.4789 0.3770 0.2862 0.1905 0.0442 -0.1033
-0.1627 -0.0208 0.1316 0.2985 0.4789 0.3770 0.2862 0.1905 0.0442 -0.1033 -0.2603
-0.0208 0.1316 0.2985 0.4789 0.3770 0.2862 0.1905 0.0442 -0.1033 -0.2603 -0.1645
0.1316 0.2985 0.4789 0.3770 0.2862 0.1905 0.0442 -0.1033 -0.2603 -0.1645 -0.0600
0.2985 0.4789 0.3770 0.2862 0.1905 0.0442 -0.1033 -0.2603 -0.1645 -0.0600 0.0497
0.4789 0.3770 0.2862 0.1905 0.0442 -0.1033 -0.2603 -0.1645 -0.0600 0.0497 0.2037
0.3770 0.2862 0.1905 0.0442 -0.1033 -0.2603 -0.1645 -0.0600 0.0497 0.2037 0.3610
