0.1788 0.0593 -0.0629 -0.1845 -0.1473 -0.1054 -0.0623 0.0553 0.1761 0.3045 0.2822
0.0593 -0.0629 -0.1845 -0.1473 -0.1054 -0.0623 0.0553 0.1761 0.3045 0.2822 0.2627
-0.0629 -0.1845 -0.1473 -0.1054 -0.0623 0.0553 0.1761 0.3045 0.2822 0.2627 0.2392
-0.1845 -0.1473 -0.1054 -0.0623 0.0553 0.1761 0.3045 0.2822 0.2627 0.2392 0.1226
-0.1473 -0.1054 -0.0623 0.0553 0.1761 0.3045 0.2822 0.2627 0.2392 0.1226 0.0046
-0.1054 -0.0623 0.0553 0.1761 0.3045 0.2822 0.2627 0.2392 0.1226 0.0046 -0.1165
-0.0623 0.0553 0.1761 0.3045 0.2822 0.2627 0.2392 0.1226 0.0046 -0.1165 -0.0966
0.0553 0.1761 0.3045 0.2822 0.2627 0.2392 0.1226 0.0046 -0.1165 -0.0966 -0.0740
0.1761 0.3045 0.2822 0.2627 0.2392 0.1226 0.0046 -0.1165 -0.0966 -0.0740 -0.0500
0.3045 0.2822 0.2627 0.2392 0.1226 0.0046 -0.1165 -0.0966 -0.0740 -0.0500 0.0520
0.2822 0.2627 0.2392 0.1226 0.0046 -0.1165 -0.0966 -0.0740 -0.0500 0.0520 0.1558
0.2627 0.2392 0.1226 0.0046 -0.1165 -0.0966 -0.0740 -0.0500 0.0520 0.1558 0.2621
0.2392 0.1226 0.0046 -0.1165 -0.0966 -0.0740 -0.0500 0.0520 0.1558 0.2621 0.2283
0.1226 0.0046 -0.1165 -0.0966 -0.0740 -0.0500 0.0520 0.1558 0.2621 0.2283 0.1955
0.0046 -0.1165 -0.0966 -0.0740 -0.0500 0.0520 0.1558 0.2621 0.2283 0.1955 0.1724
-0.1165 -0.0966 -0.0740 -0.0500 0.0520 0.1558 0.2621 0.2283 0.1955 0.1724 0.0379
-0.0966 -0.0740 -0.0500 0.0520 0.1558 0.2621 0.2283 0.1955 0.1724 0.0379 -0.0964
-0.0740 -0.0500 0.0520 0.1558 0.2621 0.2283 0.1955 0.1724 0.0379 -0.0964 -0.2343
