0.0994 -0.0066 -0.1127 -0.2093 -0.1692 -0.1331 -0.0985 -0.0013 0.0982 0.2027 0.2003
-0.0066 -0.1127 -0.2093 -0.1692 -0.1331 -0.0985 -0.0013 0.0982 0.2027 0.2003 0.1882
-0.1127 -0.2093 -0.1692 -0.1331 -0.0985 -0.0013 0.0982 0.2027 0.2003 0.1882 0.1719
-0.2093 -0.1692 -0.1331 -0.0985 -0.0013 0.0982 0.2027 0.2003 0.1882 0.1719 0.0874
-0.1692 -0.1331 -0.0985 -0.0013 0.0982 0.2027 0.2003 0.1882 0.1719 0.0874 0.0035
-0.1331 -0.0985 -0.0013 0.0982 0.2027 0.2003 0.1882 0.1719 0.0874 0.0035 -0.0608
-0.0985 -0.0013 0.0982 0.2027 0.2003 0.1882 0.1719 0.0874 0.0035 -0.0608 -0.0368
-0.0013 0.0982 0.2027 0.2003 0.1882 0.1719 0.0874 0.0035 -0.0608 -0.0368 -0.0237
0.0982 0.2027 0.2003 0.1882 0.1719 0.0874 0.0035 -0.0608 -0.0368 -0.0237 -0.0221
0.2027 0.2003 0.1882 0.1719 0.0874 0.0035 -0.0608 -0.0368 -0.0237 -0.0221 0.0280
0.2003 0.1882 0.1719 0.0874 0.0035 -0.0608 -0.0368 -0.0237 -0.0221 0.0280 0.0630
0.1882 0.1719 0.0874 0.0035 -0.0608 -0.0368 -0.0237 -0.0221 0.0280 0.0630 0.1101
0.1719 0.0874 0.0035 -0.0608 -0.0368 -0.0237 -0.0221 0.0280 0.0630 0.1101 0.0942
0.0874 0.0035 -0.0608 -0.0368 -0.0237 -0.0221 0.0280 0.0630 0.1101 0.0942 0.0774
0.0035 -0.0608 -0.0368 -0.0237 -0.0221 0.0280 0.0630 0.1101 0.0942 0.0774 0.0618
-0.0608 -0.0368 -0.0237 -0.0221 0.0280 0.0630 0.1101 0.0942 0.0774 0.0618 -0.0197
-0.0368 -0.0237 -0.0221 0.0280 0.0630 0.1101 0.0942 0.0774 0.0618 -0.0197 -0.0884
-0.0237 -0.0221 0.0280 0.0630 0.1101 0.0942 0.0774 0.0618 -0.0197 -0.0884 -0.1254
-0.0221 0.0280 0.0630 0.1101 0.0942 0.0774 0.0618 -0.0197 -0.0884 -0.1254 -0.0876
0.0280 0.0630 0.1101 0.0942 0.0774 0.0618 -0.0197 -0.0884 -0.1254 -0.0876 -0.0881
0.0630 0.1101 0.0942 0.0774 0.0618 -0.0197 -0.0884 -0.1254 -0.0876 -0.0881 -0.0881
0.1101 0.0942 0.0774 0.0618 -0.0197 -0.0884 -0.1254 -0.0876 -0.0881 -0.0881 -0.0100
0.0942 0.0774 0.0618 -0.0197 -0.0884 -0.1254 -0.0876 -0.0881 -0.0881 -0.0100 0.0371
0.0774 0.0618 -0.0197 -0.0884 -0.1254 -0.0876 -0.0881 -0.0881 -0.0100 0.0371 0.1012
0.0618 -0.0197 -0.0884 -0.1254 -0.0876 -0.0881 -0.0881 -0.0100 0.0371 0.1012 0.1594
