-0.0099 0.0629 0.1134 0.1799 0.2623 0.1597 0.0535 -0.0617 -0.1618 -0.2593 -0.3503
0.0629 0.1134 0.1799 0.2623 0.1597 0.0535 -0.0617 -0.1618 -0.2593 -0.3503 -0.2365
0.1134 0.1799 0.2623 0.1597 0.0535 -0.0617 -0.1618 -0.2593 -0.3503 -0.2365 -0.1260
0.1799 0.2623 0.1597 0.0535 -0.0617 -0.1618 -0.2593 -0.3503 -0.2365 -0.1260 -0.0210
0.2623 0.1597 0.0535 -0.0617 -0.1618 -0.2593 -0.3503 -0.2365 -0.1260 -0.0210 0.1070
0.1597 0.0535 -0.0617 -0.1618 -0.2593 -0.3503 -0.2365 -0.1260 -0.0210 0.1070 0.2436
0.0535 -0.0617 -0.1618 -0.2593 -0.3503 -0.2365 -0.1260 -0.0210 0.1070 0.2436 0.3980
-0.0617 -0.1618 -0.2593 -0.3503 -0.2365 -0.1260 -0.0210 0.1070 0.2436 0.3980 0.3438
-0.1618 -0.2593 -0.3503 -0.2365 -0.1260 -0.0210 0.1070 0.2436 0.3980 0.3438 0.2709
-0.2593 -0.3503 -0.2365 -0.1260 -0.0210 0.1070 0.2436 0.3980 0.3438 0.2709 0.1845
-0.3503 -0.2365 -0.1260 -0.0210 0.1070 0.2436 0.3980 0.3438 0.2709 0.1845 0.0289
-0.2365 -0.1260 -0.0210 0.1070 0.2436 0.3980 0.3438 0.2709 0.1845 0.0289 -0.1247
-0.1260 -0.0210 0.1070 0.2436 0.3980 0.3438 0.2709 0.1845 0.0289 -0.1247 -0.2704
-0.0210 0.1070 0.2436 0.3980 0.3438 0.2709 0.1845 0.0289 -0.1247 -0.2704 -0.1904
0.1070 0.2436 0.3980 0.3438 0.2709 0.1845 0.0289 -0.1247 -0.2704 -0.1904 -0.1260
0.2436 0.3980 0.3438 0.2709 0.1845 0.0289 -0.1247 -0.2704 -0.1904 -0.1260 -0.0723
0.3980 0.3438 0.2709 0.1845 0.0289 -0.1247 -0.2704 -0.1904 -0.1260 -0.0723 0.0311
0.3438 0.2709 0.1845 0.0289 -0.1247 -0.2704 -0.1904 -0.1260 -0.0723 0.0311 0.1355
0.2709 0.1845 0.0289 -0.1247 -0.2704 -0.1904 -0.1260 -0.0723 0.0311 0.1355 0.2442
0.1845 0.0289 -0.1247 -0.2704 -0.1904 -0.1260 -0.0723 0.0311 0.1355 0.2442 0.1904
0.0289 -0.1247 -0.2704 -0.1904 -0.1260 -0.0723 0.0311 0.1355 0.2442 0.1904 0.1246
-0.1247 -0.2704 -0.1904 -0.1260 -0.0723 0.0311 0.1355 0.2442 0.1904 0.1246 0.0576
-0.2704 -0.1904 -0.1260 -0.0723 0.0311 0.1355 0.2442 0.1904 0.1246 0.0576 -0.0637
-0.1904 -0.1260 -0.0723 0.0311 0.1355 0.2442 0.1904 0.1246 0.0576 -0.0637 -0.1691
-0.1260 -0.0723 0.0311 0.1355 0.2442 0.1904 0.1246 0.0576 -0.0637 -0.1691 -0.2585
-0.0723 0.0311 0.1355 0.2442 0.1904 0.1246 0.0576 -0.0637 -0.1691 -0.2585 -0.1644
0.0311 0.1355 0.2442 0.1904 0.1246 0.0576 -0.0637 -0.1691 -0.2585 -0.1644 -0.0851
0.1355 0.2442 0.1904 0.1246 0.0576 -0.0637 -0.1691 -0.2585 -0.1644 -0.0851 -0.0062
0.2442 0.1904 0.1246 0.0576 -0.0637 -0.1691 -0.2585 -0.1644 -0.0851 -0.0062 0.0944
0.1904 0.1246 0.0576 -0.0637 -0.1691 -0.2585 -0.1644 -0.0851 -0.0062 0.0944 0.1869
0.1246 0.0576 -0.0637 -0.1691 -0.2585 -0.1644 -0.0851 -0.0062 0.0944 0.1869 0.2726
0.0576 -0.0637 -0.1691 -0.2585 -0.1644 -0.0851 -0.0062 0.0944 0.1869 0.2726 0.2235
-0.0637 -0.1691 -0.2585 -0.1644 -0.0851 -0.0062 0.0944 0.1869 0.2726 0.2235 0.1744
-0.1691 -0.2585 -0.1644 -0.0851 -0.0062 0.0944 0.1869 0.2726 0.2235 0.1744 0.1285
-0.2585 -0.1644 -0.0851 -0.0062 0.0944 0.1869 0.2726 0.2235 0.1744 0.1285 0.0229
-0.1644 -0.0851 -0.0062 0.0944 0.1869 0.2726 0.2235 0.1744 0.1285 0.0229 -0.0841
-0.0851 -0.0062 0.0944 0.1869 0.2726 0.2235 0.1744 0.1285 0.0229 -0.0841 -0.1850
-0.0062 0.0944 0.1869 0.2726 0.2235 0.1744 0.1285 0.0229 -0.0841 -0.1850 -0.1397
0.0944 0.1869 0.2726 0.2235 0.1744 0.1285 0.0229 -0.0841 -0.1850 -0.1397 -0.1015
0.1869 0.2726 0.2235 0.1744 0.1285 0.0229 -0.0841 -0.1850 -0.1397 -0.1015 -0.0608
0.2726 0.2235 0.1744 0.1285 0.0229 -0.0841 -0.1850 -0.1397 -0.1015 -0.0608 0.0744
0.2235 0.1744 0.1285 0.0229 -0.0841 -0.1850 -0.1397 -0.1015 -0.0608 0.0744 0.1953
0.1744 0.1285 0.0229 -0.0841 -0.1850 -0.1397 -0.1015 -0.0608 0.0744 0.1953 0.3167
0.1285 0.0229 -0.0841 -0.1850 -0.1397 -0.1015 -0.0608 0.0744 0.1953 0.3167 0.3504
0.0229 -0.0841 -0.1850 -0.1397 -0.1015 -0.0608 0.0744 0.1953 0.3167 0.3504 0.3758
-0.0841 -0.1850 -0.1397 -0.1015 -0.0608 0.0744 0.1953 0.3167 0.3504 0.3758 0.3915
-0.1850 -0.1397 -0.1015 -0.0608 0.0744 0.1953 0.3167 0.3504 0.3758 0.3915 0.3030
-0.1397 -0.1015 -0.0608 0.0744 0.1953 0.3167 0.3504 0.3758 0.3915 0.3030 0.2199
-0.1015 -0.0608 0.0744 0.1953 0.3167 0.3504 0.3758 0.3915 0.3030 0.2199 0.1409
-0.0608 0.0744 0.1953 0.3167 0.3504 0.3758 0.3915 0.3030 0.2199 0.1409 0.1530
0.0744 0.1953 0.3167 0.3504 0.3758 0.3915 0.3030 0.2199 0.1409 0.1530 0.1601
0.1953 0.3167 0.3504 0.3758 0.3915 0.3030 0.2199 0.1409 0.1530 0.1601 0.1698
0.3167 0.3504 0.3758 0.3915 0.3030 0.2199 0.1409 0.1530 0.1601 0.1698 0.2564
0.3504 0.3758 0.3915 0.3030 0.2199 0.1409 0.1530 0.1601 0.1698 0.2564 0.3395
0.3758 0.3915 0.3030 0.2199 0.1409 0.1530 0.1601 0.1698 0.2564 0.3395 0.4124
0.3915 0.3030 0.2199 0.1409 0.1530 0.1601 0.1698 0.2564 0.3395 0.4124 0.3784
0.3030 0.2199 0.1409 0.1530 0.1601 0.1698 0.2564 0.3395 0.4124 0.3784 0.3360
0.2199 0.1409 0.1530 0.1601 0.1698 0.2564 0.3395 0.4124 0.3784 0.3360 0.2709
0.1409 0.1530 0.1601 0.1698 0.2564 0.3395 0.4124 0.3784 0.3360 0.2709 0.1378
0.1530 0.1601 0.1698 0.2564 0.3395 0.4124 0.3784 0.3360 0.2709 0.1378 0.0245
0.1601 0.1698 0.2564 0.3395 0.4124 0.3784 0.3360 0.2709 0.1378 0.0245 -0.0663
0.1698 0.2564 0.3395 0.4124 0.3784 0.3360 0.2709 0.1378 0.0245 -0.0663 -0.0332
0.2564 0.3395 0.4124 0.3784 0.3360 0.2709 0.1378 0.0245 -0.0663 -0.0332 -0.0038
0.3395 0.4124 0.3784 0.3360 0.2709 0.1378 0.0245 -0.0663 -0.0332 -0.0038 0.0112
0.4124 0.3784 0.3360 0.2709 0.1378 0.0245 -0.0663 -0.0332 -0.0038 0.0112 0.1080
0.3784 0.3360 0.2709 0.1378 0.0245 -0.0663 -0.0332 -0.0038 0.0112 0.1080 0.2066
0.3360 0.2709 0.1378 0.0245 -0.0663 -0.0332 -0.0038 0.0112 0.1080 0.2066 0.3273
0.2709 0.1378 0.0245 -0.0663 -0.0332 -0.0038 0.0112 0.1080 0.2066 0.3273 0.3341
0.1378 0.0245 -0.0663 -0.0332 -0.0038 0.0112 0.1080 0.2066 0.3273 0.3341 0.3716
0.0245 -0.0663 -0.0332 -0.0038 0.0112 0.1080 0.2066 0.3273 0.3341 0.3716 0.4015
-0.0663 -0.0332 -0.0038 0.0112 0.1080 0.2066 0.3273 0.3341 0.3716 0.4015 0.3021
