-0.0111 0.0014 -0.1234 -0.0708 -6.1225 3.3513
-0.0113 0.0005 -0.1032 -0.1325 -6.7701 3.1275
-0.0106 -0.0004 -0.0154 -0.0695 -7.1227 3.2272
-0.0057 0.0008 0.0727 -0.0069 -7.4649 3.3273
-0.0021 0.0041 0.1612 0.0557 -7.7944 3.4455
-0.0006 0.0101 0.1441 0.1407 -8.1008 3.5250
-0.0023 0.0157 0.1272 0.2249 -8.3910 3.5666
-0.0064 0.0189 0.1112 0.3081 -8.7047 3.6312
-0.0084 0.0200 0.0104 0.2455 -9.0360 3.7031
-0.0109 0.0159 -0.0929 0.1871 -9.3597 3.7563
-0.0164 0.0110 -0.1980 0.1316 -9.6770 3.7954
-0.0211 0.0041 -0.2079 0.0289 -9.9946 3.8791
-0.0225 0.0005 -0.2167 -0.0706 -10.2892 3.9750
-0.0200 -0.0002 -0.2222 -0.1671 -10.5513 4.1001
-0.0167 -0.0022 -0.1117 -0.1422 -10.7833 4.2246
-0.0119 -0.0030 0.0003 -0.1207 -11.0123 4.3280
-0.0070 -0.0021 0.1057 -0.0964 -11.2298 4.4395
-0.0020 0.0018 0.1381 0.0198 -10.9538 5.0247
-0.0030 0.0076 0.1719 0.1337 -10.7202 5.7294
-0.0036 0.0144 0.2098 0.2424 -10.4859 6.2560
-0.0068 0.0185 0.1216 0.2537 -9.6745 6.3483
-0.0106 0.0193 0.0301 0.2661 -8.4264 6.1964
-0.0155 0.0169 -0.0635 0.2792 -7.1406 5.8318
-0.0195 0.0137 -0.1010 0.1866 -6.5629 5.6170
-0.0212 0.0090 -0.1405 0.0968 -6.0957 5.4733
-0.0211 0.0034 -0.1828 0.0098 -5.6805 5.3261
-0.0185 0.0009 -0.0803 -0.0130 -5.8130 4.6056
-0.0107 -0.0006 0.0208 -0.0401 -5.9596 3.8002
-0.0007 -0.0014 0.1248 -0.0700 -6.0945 3.1357
0.0041 -0.0010 0.1778 -0.0047 -6.2318 2.4802
0.0068 0.0006 0.2277 0.0599 -6.3989 1.7322
0.0060 0.0009 0.2803 0.1262 -6.5409 1.0745
-0.0001 -0.0000 0.1546 0.1411 -6.7185 0.3508
-0.0096 -0.0002 0.0281 0.1594 -6.9030 -0.3567
-0.0178 0.0014 -0.1001 0.1797 -7.0955 -1.0463
-0.0236 0.0013 -0.1712 0.0810 -7.2963 -1.7220
-0.0262 0.0007 -0.2334 -0.0161 -7.4567 -2.3511
-0.0245 -0.0021 -0.2911 -0.1114 -7.6183 -2.9851
-0.0214 -0.0058 -0.1809 -0.1712 -7.7256 -3.6016
-0.0163 -0.0086 -0.0747 -0.2299 -7.8268 -4.2383
-0.0102 -0.0103 0.0301 -0.2883 -7.8658 -4.8936
